2019.5,63,14
2014.5,50,11
2002,31,10
2019.5,40,12
2009.5,25,9
2005,38,8
2007,37,106
2007,35,100
2011.5,17,10
2018,46,12
2008.5,30,10
2018.5,74,14
2011.5,41,12
2018,51,14
2013.5,53,10
2006,16,8
2016,42,12
2010,15,8
2014,39,11
2009,38,9
2005,36,8
2006,19,7
2007,32,36
2010.5,35,10
2011.5,34,10
2008.5,29,10
2006,38,8
2005,19,6
2012,39,11
2019.5,65,12
2018.5,32,14
2007,33,104
2009.5,52,10
2002,25,9
2016,48,12
2013.5,36,12
2010.5,42,10
2002,30,10
2013.5,33,11
2019,57,14
2008,29,10
2017,29,10
2017,44,10
2007,33,77
2017.5,73,12
2008.5,36,8
2017,38,13
2017.5,25,13
2017.5,68,13
2012.5,20,10
2010,28,10
2017.5,49,12
2009.5,21,11
2015,50,10
2017.5,47,14
2012,41,12
2016,27,11
2018,44,15
2009.5,25,9
2012.5,38,10
2010,40,11
2008.5,44,8
2006,31,10
2018,49,16
2011.5,25,10
2009.5,29,10
2010,24,10
2018,55,14
2005,24,7
2008,47,10
2009,26,6
2018.5,43,11
2018,95,14
2002,34,8
2013.5,50,10
2017,42,13
2019,53,13
2014,24,10
2017.5,73,17
2005,36,8
2015,45,11
2018.5,63,17
2011.5,33,8
2018.5,40,14
2013.5,26,10
2007,33,3
2007,24,62
2009.5,44,10
2014,29,8
2011.5,45,12
2016,27,9
2012.5,34,12
2009,31,9
2016,30,10
2002,21,8
2013.5,45,10
2009.5,35,10
2014,53,12
2013.5,44,10
2006,55,12
2005,40,8
2008.5,19,8
2012.5,29,9
2018.5,46,12
2005,32,6
2014,41,10
2017,44,14
2019.5,52,13
2005,20,10
2018,64,12
2019,43,14
2019.5,68,16
2019.5,81,14
2005,29,8
2012.5,34,10
2009,49,9
2005,32,9
2012,40,11
2009.5,28,7
2017.5,53,13
2006,37,9
2010,33,13
2017,64,13
2011.5,26,8
2019,51,14
2017,36,8
2005,21,7
2014,43,11
2017.5,57,11
2017,34,11
2010,43,11
2014.5,40,11
2018,67,12
2019.5,52,13
2002,49,10
2008.5,29,9
2019.5,96,17
2016,49,11
2011.5,34,8
2012.5,30,11
2012,31,9
2009,42,9
2009.5,23,7
2008.5,28,10
2014.5,43,11
2016,36,11
2015.5,29,8
2019,45,12
2013.5,25,8
2009,28,10
2009.5,23,8
2006,24,10
2018,32,12
2018,19,11
2012.5,48,9
2015,30,13
2012,62,12
2015.5,66,13
2015.5,40,11
2012.5,43,11
2009,24,10
2018,63,12
2016,43,10
2008.5,21,8
2016,25,7
2005,34,9
2012,33,11
2010,31,12
2018,69,14
2007,27,52
2018.5,31,12
2019,45,16
2008,30,8
2002,46,10
2015,36,9
2019,31,10
2009,23,7
2012,33,11
2010,28,8
2012.5,46,8
2007,23,44
2007,28,71
2008,26,7
2019,25,11
2014,40,10
2014.5,35,12
2006,15,7
2010.5,23,10
2014,46,11
2019,55,13
2019,53,12
2014.5,38,13
2015,53,11
2017.5,68,15
2007,38,64
2009,60,10
2008,31,9
2017,40,12
2018,54,17
2014,33,11
2019,56,14
2017.5,38,11
2016,57,10
2002,22,8
2007,44,69
2018,43,13
2007,23,96
2015,44,12
2015.5,42,11
2018,62,12
2019.5,76,17
2014,31,9
2008.5,16,5
2012,11,8
2011.5,28,10
2015,57,12
2010,46,10
2007,41,107
2018,41,12
2009,33,8
2006,23,7
2015.5,27,10
2014,41,10
2010,29,9
2015,37,8
2012.5,30,10
2019,40,14
2019.5,47,15
2018.5,54,16
2008,36,8
2006,46,9
2010,17,11
2009,40,9
2012.5,30,7
2010,48,12
2018.5,66,11
2010,23,8
2019,43,10
2014.5,33,12
2017,37,11
2019.5,56,11
2016,63,15
2015,24,12
2018.5,35,15
2012.5,34,11
2019,73,12
2007,41,66
2017,43,16
2019,28,15
2002,50,9
2018.5,33,15
2018.5,74,19
2017.5,85,17
2015.5,66,15
2009.5,36,9
2012.5,36,11
2006,34,8
2015.5,16,12
2008,27,8
2005,22,7
2009.5,24,10
2015,35,10
2017,31,11
2007,19,74
2014.5,42,11
2018,38,12
2010,37,9
2010,32,6
2014,39,10
2008.5,43,9
2018,60,13
2014,24,11
2018.5,59,14
2019,24,8
2006,33,10
2015,60,11
2010.5,28,10
2015.5,39,11
2014,29,10
2018.5,33,10
2017.5,21,12
2016,43,13
2009,37,9
2014,42,10
2019.5,27,9
2009,40,9
2011.5,26,12
2007,51,99
2017,51,12
2017,57,12
2012,33,11
2017,57,13
2007,14,46
2017.5,36,11
2015,54,14
2018.5,23,9
2018,52,11
2015.5,34,11
2010,31,10
2012.5,35,11
2017,31,16
2005,26,6
2009.5,40,10
2016,31,10
2008.5,33,9
2014.5,53,14
2007,30,73
2019.5,47,18
2019.5,52,16
2015.5,78,14
2010,34,8
2008,16,9
2017.5,56,13
2015,45,12
2009.5,29,9
2006,23,8
2007,27,95
2015.5,45,13
2017,42,19
2019.5,60,13
2014,46,9
2016,33,13
2009.5,27,10
2019.5,63,12
2002,21,8
2012.5,57,9
2019.5,47,15
2015,48,12
2006,30,10
2009.5,28,8
2016,55,11
2009.5,25,8
2019.5,31,13
2018.5,39,14
2014,28,9
2009.5,33,8
2015,65,13
2014,43,9
2017,50,12
2010,39,8
2019,31,12
2012,27,10
2015,32,10
2002,18,8
2018,38,13
2015,30,12
2007,29,88
2019,46,14
2010,29,10
2017.5,38,12
2008,35,9
2012.5,51,12
2008,23,9
2012,43,11
2014,31,10
2012.5,37,10
2017.5,28,13
2012,57,7
2009.5,41,9
2018,50,16
2010,28,6
2016,41,11
2017,43,11
2012.5,21,12
2016,32,11
2017.5,65,13
2018,48,16
2016,63,11
2018,28,10
2008.5,50,11
2019.5,53,15
2005,52,10
2015,44,12
2014,33,9
2017,49,12
2009.5,26,6
2012,47,11
2006,37,11
2010,44,8
2010,13,7
2008.5,21,9
2014,49,10
2015.5,26,7
2007,52,98
2018,41,11
2008,20,8
2015.5,21,10
2007,35,8
2005,38,8
2016,50,12
2016,42,11
2015.5,50,12
2015,33,15
2017,36,16
2015,24,11
2015,51,11
2011.5,17,6
2008,34,10
2010,16,9
2019,53,11
2017.5,57,12
2017.5,58,11
2015.5,30,11
2011.5,27,10
2002,20,9
2016,45,12
2013.5,54,9
2007,62,60
2011.5,30,12
2007,17,17
2011.5,20,8
2012,51,10
2019,43,14
2019,85,22
2019,44,14
2019,90,15
2012.5,20,9
2019.5,36,13
2012,51,12
2018,66,11
2017.5,51,16
2009,44,12
2010.5,37,10
2014,36,11
2009.5,16,9
2013.5,33,10
2016,56,12
2007,28,80
2005,31,10
2015,38,10
2012.5,38,10
2015,38,12
2014.5,47,10
2017,15,13
2019,46,13
2015,35,11
2009,29,8
2008,41,10
2014.5,32,12
2009.5,11,4
2010.5,34,10
2018,43,15
2007,23,32
2008,19,8
2019,69,12
